name,description,ignore,type,formula,minbin,missing
ALMOST_ALL_MISSING_NUM,,,number,,,
CAT_BZAJHFVRBY,,,category,,,
CAT_EQIBFXZUJA,,,category,,,
CAT_GJYFKZYWPY,,,category,,,
CAT_HCHWFFYRAL,,,category,,,
CAT_IQPCAVKQSU,,,category,,,
CAT_JXOFOAJHKS,,,category,,,
CAT_KZQXFSVAFO,,,category,,,
CAT_MASMQVMUEP,,,category,,,
CAT_NISQIIVRXM,,,category,,,
CAT_ONGCCBOIYV,,,category,,,
CAT_PGXZHQECGG,,,category,,,
CAT_RRSDTNDWMY,,,category,,,
CAT_TNAGYXEEJQ,,,category,,,
CAT_ULCHJIKDWA,,,category,,,
CAT_WHBCEAZNIS,,,category,,,
CAT_YLCSTRIRNX,,,category,,,
CAT_ZTGSHKWUDY,,,category,,,
DATE_HAJUWQGMSB,,,date,,,
DATE_IXMPUTPHJZ,,,date,,,
DATE_OXXLUOYNWG,,,date,,,
DATE_WZZLDTZVXB,,,date,,,
NUM_AIVEHQHEGY,,,number,,,
NUM_FYPWNUJCWT,,,number,,,
NUM_HIGLTQCKVK,,,number,,,
NUM_IBYVNEHEHF,,,number,,,
NUM_JJBRSKDIVF,,,number,,,
NUM_KIGMIELIPG,,TRUE,number,,,
NUM_KXUDFWPNMW,,,number,,,
NUM_MFNJZREJDW,,,number,,,
NUM_NPIEOMRMFS,,,number,,,
NUM_PRNXIHCCSM,,,number,,,
NUM_RTREGEZNEP,,,number,,,
NUM_SYCVHVPHVT,,,number,,,
NUM_TJQMHUGBOR,,,number,,,
NUM_UQQJKVRKHQ,,,number,,,
NUM_WAPEEMKRZY,,,number,,,
NUM_WLRSKGDOLM,,,number,,,
NUM_XSPZFCLNGH,,,number,,,
NUM_ZGXNJTFSLB,,,number,,,
weight,,,number,,,
CAT_ABUPNLXNLZ,,,category,,,
CAT_BSLJJKETRD,,,category,,,
CAT_EIGLUTUHEQ,,,category,,,
CAT_FOHMERWJPH,,,category,,,
CAT_GRKEWYGOGB,,,category,,,
CAT_INUDAJZVJW,,,category,,,
CAT_JOQAUNQXYB,,,category,,,
CAT_KRVHTKOZSN,,,category,,,
CAT_LWHSQJCILV,,,category,,,
CAT_MXZCEJDXBI,,,category,,,
CAT_OAJJDZIPSR,,,category,,,
CAT_PEDZYVMSVL,,,category,,,
CAT_RJSTTXEQEU,,,category,,,
CAT_SWYRHQAMOJ,,TRUE,category,,,
CAT_UCVAHXPOIE,,,category,,,
CAT_VQEBXUNVEO,,,category,,,
CAT_XEKCHURSYQ,,,category,,,
CAT_ZHVPCKWLTY,,,category,,,
DATE_FYRJMVTXUY,,,date,,,
DATE_IDBJLSJJFG,,,date,,,
DATE_NBDKJBABXT,,,date,,,
DATE_TWBDXUHTBI,,,date,,,
DATE_YZCKDWBZGI,,,date,,,
NUM_DKRIJAFGDL,,,number,,,
NUM_GWCPTBXULV,,,number,,,
NUM_HVBCIMMLFS,,,number,,,
NUM_JCKHOSQYGP,,,number,,,
NUM_KDFMFQWKOW,,,number,,,
NUM_KWEQBGXQIY,,,number,,,
NUM_LKBCJFCAKN,,,number,,,
NUM_MQBQHMQULK,,,number,,,
NUM_OYBCLLCYCK,,,number,,,
NUM_ROKISFYIYC,,,number,,,
NUM_SPMXWLUZNI,,,number,,,
NUM_TGFGBDFVMV,,,number,,,
NUM_UDAFZVXZDY,,,number,,,
NUM_VLKGPBKFHY,,,number,,,
NUM_WJZLCJWKSG,,,number,,,
NUM_XKLIFBNGSS,,,number,,,
NUM_YTWVLEHLYD,,,number,,,
TARGET,,,number,,,
ALMOST_ALL_MISSING_CAT,,,category,,,
CAT_ARIEGWEFBE,,,category,,,
CAT_CPUWJGDRCH,,TRUE,category,,,
CAT_ERSMNXBFCY,,,category,,,
CAT_GPGGMKRRCI,,,category,,,
CAT_HCPHNYETEL,,,category,,,
CAT_IRAEFCZLYA,,,category,,,
CAT_KCABIQIYNK,,,category,,,
CAT_LEUCMXIHRZ,,,category,,,
CAT_MDIPGHTYMP,,,category,,,
CAT_NPPTSMJCQN,,,category,,,
CAT_OQFPNNNWDG,,,category,,,
CAT_PZYSKOHTKY,,,category,,,
CAT_RXAGNNHPSV,,,category,,,
CAT_TNYBOWNTRB,,,category,,,
CAT_UZIBKXHXDL,,,category,,,
CAT_WQYWVSBHCE,,,category,,,
CAT_YMIFHKHISE,,,category,,,
DATE_ASMYYUIRRF,,,date,,,
DATE_HCZKSLTZWY,,,date,,,
DATE_MNMFATUUAE,,,date,,,
DATE_SEXRZUTCSP,,,date,,,
DATE_XYONYTSVJE,,,date,,,
NUM_BGRNSZITYC,,,number,,,
NUM_GJHWNUIYIB,,,number,,,
NUM_HTLOBYIXLO,,,number,,,
NUM_IGUHAVZHZV,,,number,,,
NUM_JKGBPMSCSG,,,number,,,
NUM_KOYVLKRBQC,,,number,,,
NUM_LHBHIZOUYD,,,number,,,
NUM_MMFICHHHZR,,,number,,,
NUM_OISMXZIRKB,,,number,,,
NUM_PWKDOMWTWG,,,number,,,
NUM_SBMEHURUDT,,TRUE,number,,,
NUM_SZJRVABXDK,,,number,,,
NUM_TKEZXQDPQU,,,number,,,
NUM_UWWNHLPXOW,,,number,,,
NUM_WBDHCEZIWF,,,number,,,
NUM_WMUJULTPGS,,,number,,,
NUM_YDFHOHAJAG,,,number,,,
NUM_ZIPZCTPAQK,,,number,,,
CAT_ALJPYDPWIE,,,category,,,
CAT_BUIOQQAMNS,,,category,,,
CAT_EIJVUQEOGR,,,category,,,
CAT_FPQPCYTNED,,,category,,,
CAT_HBDYJJQBKE,,,category,,,
CAT_IQOVCJQSPA,,,category,,,
CAT_JSPWVQTAWI,,,category,,,
CAT_KXJICOXLEV,,,category,,,
CAT_LZMKIOAHDI,,,category,,,
CAT_NDWYQGTAKO,,,category,,,
CAT_OMGIPGRGZV,,,category,,,
CAT_PGEZMOQRJR,,,category,,,
CAT_RNVRQHHZFH,,,category,,,
CAT_SXYVUXZTBF,,,category,,,
CAT_UKHXQRHRIG,,,category,,,
CAT_VZTAGAOHQU,,,category,,,
CAT_XYNTQGWAXE,,,category,,,
CAT_ZNGTSEVFKH,,,category,,,
DATE_GOMVNZQKYX,,,date,,,
DATE_ILSNHQGNSF,,,date,,,
DATE_OFWLCULNTN,,,date,,,
DATE_WIUIWKCOOZ,,,date,,,
DATE_ZLHELVFEAJ,,,date,,,
NUM_ELUAXAHOIV,,,number,,,
NUM_HECGSITIOU,,,number,,,
NUM_HVTMQYGUSF,,,number,,,
NUM_JCYEHZATEG,,,number,,,
NUM_KFZZSFVBOD,,,number,,,
NUM_KXRDAORBCL,,,number,,,
NUM_LVSHUXBHOH,,,number,,,
NUM_NKNHDLSNFW,,,number,,,
NUM_PCRGDEHJWG,,,number,,,
NUM_ROZOHLLWVR,,,number,,,
NUM_SSIXJTZBVW,,,number,,,
NUM_TJGHAXIOZI,,,number,,,
NUM_ULBYMACTQZ,,,number,,,
NUM_VZXGVAYZFV,,TRUE,number,,,
NUM_WLKWIMMOID,,,number,,,
NUM_XLLTVNNENO,,,number,,,
NUM_ZAGXPQMWOV,,,number,,,
TEXT,,,text,,,
CAT_AFGHIIXJDS,,,category,,,
CAT_ASFGYGLDCX,,,category,,,
CAT_DWTFTXNKFU,,,category,,,
CAT_FEGLZQWVDS,,,category,,,
CAT_GRHSDRBGUM,,,category,,,
CAT_HKMGNQXWWC,,,category,,,
CAT_IUYVZNBXEI,,,category,,,
CAT_KPUJBQKIMJ,,,category,,,
CAT_LLSNKFWKGE,,,category,,,
CAT_MMYILNJVZB,,,category,,,
CAT_NZXUVXKWWD,,,category,,,
CAT_OZWFBHBXEE,,,category,,,
CAT_REEMCKCSLY,,,category,,,
CAT_SFGAJJVWHN,,,category,,,
CAT_TQVUWWKHTN,,,category,,,
CAT_VLCJKSCQOU,,,category,,,
CAT_XAZHMMRYLK,,,category,,,
CAT_YNHLXHDBDP,,,category,,,
DATE_EWSARIDWXK,,,date,,,
DATE_HEWEJJFVBX,,TRUE,date,,,
DATE_MQMMJEZSAL,,,date,,,
DATE_TEWGDDIUGQ,,,date,,,
DATE_YVIUVSNDHO,,,date,,,
NUM_CKHKPBDWTP,,,number,,,
NUM_GTXBKQAEGC,,,number,,,
NUM_HTPZMISICM,,,number,,,
NUM_IZAZWLUFKC,,,number,,,
NUM_JOWHQVJFRB,,,number,,,
NUM_KQMFDPMNPX,,,number,,,
NUM_LIMVZBLGLR,,,number,,,
NUM_MMJNQUCZTM,,,number,,,
NUM_OPUGVSZSWN,,,number,,,
NUM_PXINPYXOMH,,,number,,,
NUM_SNYUFEBPWZ,,,number,,,
NUM_TBIINQUZIE,,TRUE,number,,,
NUM_UBBATXHAKR,,,number,,,
NUM_VDVCOFYUPW,,,number,,,
NUM_WDDDHTOXAI,,,number,,,
NUM_WQMZBMTROC,,,number,,,
NUM_YNFCVGZYLP,,,number,,,
NUM_ZTRRWWUTMD,,,number,,,
